Name,Sex,Team,NOC,Year,City,Type,Sport,Event,Medal,Sport ID,Type.1
Kenneth Wallace,M,Australia,AUS,2008,Beijing,Water Sports,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Bronze,17,Water Sports
Frank Waller,M,United States,USA,1904,St. Louis,Athletics,Athletics,Athletics Men's 400 metres,Silver,7,Athletics
Frank Waller,M,United States,USA,1904,St. Louis,Athletics,Athletics,Athletics Men's 400 metres Hurdles,Silver,7,Athletics
David Wallin,M,Sweden,SWE,1932,Los Angeles,Artistic Sports,Art Competitions,"Art Competitions Mixed Painting, Paintings",Gold,4,Artistic Sports
James Jr.,M,United States,USA,1968,Mexico City,Combat Sports,Boxing,Boxing Men's Light-Welterweight,Bronze,13,Combat Sports
Arvid Wallman,M,Sweden,SWE,1920,Antwerpen,Water Sports,Diving,Diving Men's Plain High,Gold,29,Water Sports
Campbell Walsh,M,Great Britain,GBR,2004,Athina,Water Sports,Canoeing,"Canoeing Men's Kayak Singles, Slalom",Silver,17,Water Sports
Cornelius Walsh,M,Canada,CAN,1908,London,Athletics,Athletics,Athletics Men's Hammer Throw,Bronze,7,Athletics
Kenneth Walsh,M,United States,USA,1968,Mexico City,Water Sports,Swimming,Swimming Men's 100 metres Freestyle,Silver,61,Water Sports
Tomas Walsh,M,New Zealand,NZL,2016,Rio de Janeiro,Athletics,Athletics,Athletics Men's Shot Put,Bronze,7,Athletics
Annika Walter,F,Germany,GER,1996,Atlanta,Water Sports,Diving,Diving Women's Platform,Silver,29,Water Sports
Josef Walter,M,Switzerland,SUI,1936,Berlin,Gymnastics,Gymnastics,Gymnastics Men's Floor Exercise,Silver,36,Gymnastics
Dale Walters,M,Canada,CAN,1984,Los Angeles,Combat Sports,Boxing,Boxing Men's Bantamweight,Bronze,13,Combat Sports
Brian Walton,M,Canada,CAN,1996,Atlanta,Cycling Sports,Cycling,Cycling Men's Points Race,Silver,20,Cycling Sports
Gottlob Walz,M,Germany,GER,1906,Athina,Water Sports,Diving,Diving Men's Platform,Gold,29,Water Sports
Gottlob Walz,M,Germany,GER,1908,London,Water Sports,Diving,Diving Men's Springboard,Bronze,29,Water Sports
Marcus Walz,M,Spain,ESP,2016,Rio de Janeiro,Water Sports,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Gold,17,Water Sports
Margaret Wambui,F,Kenya,KEN,2016,Rio de Janeiro,Athletics,Athletics,Athletics Women's 800 metres,Bronze,7,Athletics
Getenesh Degife,F,Ethiopia,ETH,1996,Atlanta,Athletics,Athletics,"Athletics Women's 10,000 metres",Bronze,7,Athletics
Getenesh Degife,F,Ethiopia,ETH,2000,Sydney,Athletics,Athletics,"Athletics Women's 5,000 metres",Bronze,7,Athletics
Getenesh Degife,F,Ethiopia,ETH,2000,Sydney,Athletics,Athletics,"Athletics Women's 10,000 metres",Silver,7,Athletics
Wang Chengyi,F,China,CHN,2004,Athina,Weapon Sports,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Bronze,56,Weapon Sports
Wang Gi-chun,M,South Korea,KOR,2008,Beijing,Combat Sports,Judo,Judo Men's Lightweight,Silver,41,Combat Sports
Wang Hao,M,China,CHN,2004,Athina,Racket Sports,Table Tennis,Table Tennis Men's Singles,Silver,63,Racket Sports
Wang Hao,M,China,CHN,2008,Beijing,Racket Sports,Table Tennis,Table Tennis Men's Singles,Silver,63,Racket Sports
Wang Hao,M,China,CHN,2012,London,Racket Sports,Table Tennis,Table Tennis Men's Singles,Silver,63,Racket Sports
Wang Hui-gyeong,F,South Korea,KOR,1988,Seoul,Weapon Sports,Archery,Archery Women's Individual,Silver,3,Weapon Sports
Wang Huifeng,F,China,CHN,1992,Barcelona,Weapon Sports,Fencing,"Fencing Women's Foil, Individual",Silver,32,Weapon Sports
Wang Jiao,F,China,CHN,2008,Beijing,Combat Sports,Wrestling,"Wrestling Women's Heavyweight, Freestyle",Gold,73,Combat Sports
Wang Junxia,F,China,CHN,1996,Atlanta,Athletics,Athletics,"Athletics Women's 5,000 metres",Gold,7,Athletics
Wang Junxia,F,China,CHN,1996,Atlanta,Athletics,Athletics,"Athletics Women's 10,000 metres",Silver,7,Athletics
Wang Lei,M,China,CHN,2004,Athina,Weapon Sports,Fencing,"Fencing Men's epee, Individual",Silver,32,Weapon Sports
Wang Liping,F,China,CHN,2000,Sydney,Athletics,Athletics,Athletics Women's 20 kilometres Walk,Gold,7,Athletics
Wang Liqin,M,China-2,CHN,2000,Sydney,Racket Sports,Table Tennis,Table Tennis Men's Doubles,Gold,63,Racket Sports
Wang Liqin,M,China,CHN,2004,Athina,Racket Sports,Table Tennis,Table Tennis Men's Singles,Bronze,63,Racket Sports
Wang Liqin,M,China,CHN,2008,Beijing,Racket Sports,Table Tennis,Table Tennis Men's Singles,Bronze,63,Racket Sports
Wang Mingjuan,F,China,CHN,2012,London,Endurance Sports,Weightlifting,Weightlifting Women's Flyweight,Gold,72,Endurance Sports
Wang Nan,F,China,CHN,2000,Sydney,Racket Sports,Table Tennis,Table Tennis Women's Singles,Gold,63,Racket Sports
Wang Nan,F,China-1,CHN,2004,Athina,Racket Sports,Table Tennis,Table Tennis Women's Doubles,Gold,63,Racket Sports
Wang Nan,F,China,CHN,2008,Beijing,Racket Sports,Table Tennis,Table Tennis Women's Singles,Silver,63,Racket Sports
Wang Shun,M,China,CHN,2016,Rio de Janeiro,Water Sports,Swimming,Swimming Men's 200 metres Individual Medley,Bronze,61,Water Sports
Wang Tao,M,China,CHN,1996,Atlanta,Racket Sports,Table Tennis,Table Tennis Men's Singles,Silver,63,Racket Sports
Wang Xianbo,F,China,CHN,1996,Atlanta,Combat Sports,Judo,Judo Women's Middleweight,Bronze,41,Combat Sports
Wang Xiaohong,F,China,CHN,1992,Barcelona,Water Sports,Swimming,Swimming Women's 200 metres Butterfly,Silver,61,Water Sports
Wang (ruoxue-),F,China,CHN,2008,Beijing,Water Sports,Diving,Diving Women's Platform,Bronze,29,Water Sports
Wang Xu,F,China,CHN,2004,Athina,Combat Sports,Wrestling,"Wrestling Women's Heavyweight, Freestyle",Gold,73,Combat Sports
Wang Yan,F,China,CHN,1996,Atlanta,Athletics,Athletics,Athletics Women's 10 kilometres Walk,Bronze,7,Athletics
Wang Yifu,M,China,CHN,1984,Los Angeles,Weapon Sports,Shooting,"Shooting Men's Free Pistol, 50 metres",Bronze,56,Weapon Sports
Wang Yifu,M,China,CHN,1992,Barcelona,Weapon Sports,Shooting,"Shooting Men's Air Pistol, 10 metres",Gold,56,Weapon Sports
Wang Yifu,M,China,CHN,1992,Barcelona,Weapon Sports,Shooting,"Shooting Men's Free Pistol, 50 metres",Silver,56,Weapon Sports
Wang Yifu,M,China,CHN,1996,Atlanta,Weapon Sports,Shooting,"Shooting Men's Air Pistol, 10 metres",Silver,56,Weapon Sports
Wang Yifu,M,China,CHN,2000,Sydney,Weapon Sports,Shooting,"Shooting Men's Air Pistol, 10 metres",Silver,56,Weapon Sports
Wang Yifu,M,China,CHN,2004,Athina,Weapon Sports,Shooting,"Shooting Men's Air Pistol, 10 metres",Gold,56,Weapon Sports
Wang Yihan,F,China,CHN,2012,London,Racket Sports,Badminton,Badminton Women's Singles,Silver,8,Racket Sports
Wang Zhen,M,China,CHN,2012,London,Athletics,Athletics,Athletics Men's 20 kilometres Walk,Bronze,7,Athletics
Wang Zhen,M,China,CHN,2016,Rio de Janeiro,Athletics,Athletics,Athletics Men's 20 kilometres Walk,Gold,7,Athletics
Wang Zheng,M,China,CHN,2004,Athina,Weapon Sports,Shooting,Shooting Men's Double Trap,Bronze,56,Weapon Sports
Wang Zhiwei,M,China,CHN,2012,London,Weapon Sports,Shooting,"Shooting Men's Free Pistol, 50 metres",Bronze,56,Weapon Sports
Robert Wangila,M,Kenya,KEN,1988,Seoul,Combat Sports,Boxing,Boxing Men's Welterweight,Gold,13,Combat Sports
Samuel Wanjiru,M,Kenya,KEN,2008,Beijing,Athletics,Athletics,Athletics Men's Marathon,Gold,7,Athletics
Andre Ward,M,United States,USA,2004,Athina,Combat Sports,Boxing,Boxing Men's Light-Heavyweight,Gold,13,Combat Sports
Rebecca Ward,F,United States,USA,2008,Beijing,Weapon Sports,Fencing,"Fencing Women's Sabre, Individual",Bronze,32,Weapon Sports
Jeremy Wariner,M,United States,USA,2004,Athina,Athletics,Athletics,Athletics Men's 400 metres,Gold,7,Athletics
Jeremy Wariner,M,United States,USA,2008,Beijing,Athletics,Athletics,Athletics Men's 400 metres,Silver,7,Athletics
Frederick Warmbold,M,United States,USA,1904,St. Louis,Combat Sports,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Bronze,73,Combat Sports
Mark Warnecke,M,Germany,GER,1996,Atlanta,Water Sports,Swimming,Swimming Men's 100 metres Breaststroke,Bronze,61,Water Sports
Damian Warner,M,Canada,CAN,2016,Rio de Janeiro,Athletics,Athletics,Athletics Men's Decathlon,Bronze,7,Athletics
Oskar Warngrd,M,Sweden,SWE,1936,Berlin,Athletics,Athletics,Athletics Men's Hammer Throw,Bronze,7,Athletics
Frank Wartenberg,M,East Germany,GDR,1976,Montreal,Athletics,Athletics,Athletics Men's Long Jump,Bronze,7,Athletics
Philip Waruinge,M,Kenya,KEN,1968,Mexico City,Combat Sports,Boxing,Boxing Men's Featherweight,Bronze,13,Combat Sports
Philip Waruinge,M,Kenya,KEN,1972,Munich,Combat Sports,Boxing,Boxing Men's Featherweight,Silver,13,Combat Sports
Kazumi Watanabe,M,Japan,JPN,1992,Barcelona,Weapon Sports,Shooting,Shooting Mixed Trap,Silver,56,Weapon Sports
Osamu Watanabe,M,Japan,JPN,1964,Tokyo,Combat Sports,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold,73,Combat Sports
Lillian (-richardson),F,United States,USA,1968,Mexico City,Water Sports,Swimming,Swimming Women's 200 metres Backstroke,Gold,61,Water Sports
Kathryn Watt,F,Australia,AUS,1992,Barcelona,Cycling Sports,Cycling,"Cycling Women's Road Race, Individual",Gold,20,Cycling Sports
Kathryn Watt,F,Australia,AUS,1992,Barcelona,Cycling Sports,Cycling,"Cycling Women's Individual Pursuit, 3,000 metres",Silver,20,Cycling Sports
Mitchell Watt,M,Australia,AUS,2012,London,Athletics,Athletics,Athletics Men's Long Jump,Silver,7,Athletics
Quincy Watts,M,United States,USA,1992,Barcelona,Athletics,Athletics,Athletics Men's 400 metres,Gold,7,Athletics
Rudolf Watzl,M,Austria,AUT,1906,Athina,Combat Sports,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Gold,73,Combat Sports
Rudolf Watzl,M,Austria,AUT,1906,Athina,Combat Sports,Wrestling,"Wrestling Men's All-Around, Greco-Roman",Bronze,73,Combat Sports
Chrtien Waydelich,M,France,FRA,1900,Paris,Other Traditional Sports,Croquet,"Croquet Mixed Singles, One Ball",Bronze,19,Other Traditional Sports
Chrtien Waydelich,M,France,FRA,1900,Paris,Other Traditional Sports,Croquet,"Croquet Mixed Singles, Two Balls",Gold,19,Other Traditional Sports
Marshall Wayne,M,United States,USA,1936,Berlin,Water Sports,Diving,Diving Men's Springboard,Silver,29,Water Sports
Marshall Wayne,M,United States,USA,1936,Berlin,Water Sports,Diving,Diving Men's Platform,Gold,29,Water Sports
Mary (-bradburne),F,United States,USA,1984,Los Angeles,Water Sports,Swimming,Swimming Women's 200 metres Freestyle,Gold,61,Water Sports
Robert Weaver,M,United States,USA,1984,Los Angeles,Combat Sports,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",Gold,73,Combat Sports
Ernest Webb,M,Great Britain,GBR,1908,London,Athletics,Athletics,"Athletics Men's 3,500 metres Walk",Silver,7,Athletics
Ernest Webb,M,Great Britain,GBR,1908,London,Athletics,Athletics,Athletics Men's 10 mile Walk,Silver,7,Athletics
Ernest Webb,M,Great Britain,GBR,1912,Stockholm,Athletics,Athletics,Athletics Men's 10 kilometres Walk,Silver,7,Athletics
William Webb,M,Great Britain,GBR,1908,London,Combat Sports,Boxing,Boxing Men's Bantamweight,Bronze,13,Combat Sports
Regina (-san),F,West Germany,FRG,1984,Los Angeles,Gymnastics,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,Bronze,50,Gymnastics
Wilhelm Weber,M,Germany,GER,1904,St. Louis,Gymnastics,Gymnastics,Gymnastics Men's Individual All-Around,Silver,36,Gymnastics
Wilhelm Weber,M,Germany,GER,1904,St. Louis,Gymnastics,Gymnastics,"Gymnastics Men's Individual All-Around, Apparatus Work",Bronze,36,Gymnastics
Robert Webster,M,United States,USA,1960,Roma,Water Sports,Diving,Diving Men's Platform,Gold,29,Water Sports
Robert Webster,M,United States,USA,1964,Tokyo,Water Sports,Diving,Diving Men's Platform,Gold,29,Water Sports
Andreas Wecker,M,Germany,GER,1992,Barcelona,Gymnastics,Gymnastics,Gymnastics Men's Horizontal Bar,Silver,36,Gymnastics
Andreas Wecker,M,Germany,GER,1992,Barcelona,Gymnastics,Gymnastics,Gymnastics Men's Rings,Bronze,36,Gymnastics
Andreas Wecker,M,Germany,GER,1992,Barcelona,Gymnastics,Gymnastics,Gymnastics Men's Pommelled Horse,Bronze,36,Gymnastics
Andreas Wecker,M,Germany,GER,1996,Atlanta,Gymnastics,Gymnastics,Gymnastics Men's Horizontal Bar,Gold,36,Gymnastics
Johan Weckman,M,Finland,FIN,1906,Athina,Combat Sports,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Gold,73,Combat Sports
Johan Weckman,M,Finland,FIN,1906,Athina,Combat Sports,Wrestling,"Wrestling Men's All-Around, Greco-Roman",Silver,73,Combat Sports
Johan Weckman,M,Finland,FIN,1908,London,Combat Sports,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Gold,73,Combat Sports
Ferry Weertman,M,Netherlands,NED,2016,Rio de Janeiro,Water Sports,Swimming,Swimming Men's 10 kilometres Open Water,Gold,61,Water Sports
Axel Wegner,M,East Germany,GDR,1988,Seoul,Weapon Sports,Shooting,Shooting Mixed Skeet,Gold,56,Weapon Sports
Gudrun (-wnsche),F,East Germany,GDR,1972,Munich,Water Sports,Swimming,Swimming Women's 400 metres Freestyle,Bronze,61,Water Sports
Heinz-Helmut Wehling,M,East Germany,GDR,1972,Munich,Combat Sports,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Silver,73,Combat Sports
Heinz-Helmut Wehling,M,East Germany,GDR,1976,Montreal,Combat Sports,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Bronze,73,Combat Sports
Mariechen (-jackson),F,United States,USA,1924,Paris,Water Sports,Swimming,Swimming Women's 100 metres Freestyle,Silver,61,Water Sports
Wei Ning,F,China,CHN,2004,Athina,Weapon Sports,Shooting,Shooting Women's Skeet,Silver,56,Weapon Sports
Wei Ning,F,China,CHN,2012,London,Weapon Sports,Shooting,Shooting Women's Skeet,Silver,56,Weapon Sports
Wei Yili,F,China-2,CHN,2008,Beijing,Racket Sports,Badminton,Badminton Women's Doubles,Bronze,8,Racket Sports
Birte (-rode),F,East Germany,GDR,1988,Seoul,Water Sports,Swimming,Swimming Women's 100 metres Butterfly,Silver,61,Water Sports
Birte (-rode),F,East Germany,GDR,1988,Seoul,Water Sports,Swimming,Swimming Women's 200 metres Butterfly,Silver,61,Water Sports
Ronald Weigel,M,East Germany,GDR,1988,Seoul,Athletics,Athletics,Athletics Men's 20 kilometres Walk,Silver,7,Athletics
Ronald Weigel,M,East Germany,GDR,1988,Seoul,Athletics,Athletics,Athletics Men's 50 kilometres Walk,Silver,7,Athletics
Ronald Weigel,M,Germany,GER,1992,Barcelona,Athletics,Athletics,Athletics Men's 50 kilometres Walk,Bronze,7,Athletics
David Weill,M,United States,USA,1964,Tokyo,Athletics,Athletics,Athletics Men's Discus Throw,Bronze,7,Athletics
Wendy -weil),F,United States,USA,1976,Montreal,Water Sports,Swimming,Swimming Women's 800 metres Freestyle,Bronze,61,Water Sports
Richard Weinberger,M,Canada,CAN,2012,London,Water Sports,Swimming,Swimming Men's 10 kilometres Open Water,Bronze,61,Water Sports
Hermann Weingrtner,M,Germany,GER,1896,Athina,Gymnastics,Gymnastics,Gymnastics Men's Horse Vault,Bronze,36,Gymnastics
Hermann Weingrtner,M,Germany,GER,1896,Athina,Gymnastics,Gymnastics,Gymnastics Men's Horizontal Bar,Gold,36,Gymnastics
Hermann Weingrtner,M,Germany,GER,1896,Athina,Gymnastics,Gymnastics,Gymnastics Men's Rings,Silver,36,Gymnastics
Hermann Weingrtner,M,Germany,GER,1896,Athina,Gymnastics,Gymnastics,Gymnastics Men's Pommelled Horse,Silver,36,Gymnastics
Paul Weinstein,M,Germany,GER,1904,St. Louis,Athletics,Athletics,Athletics Men's High Jump,Bronze,7,Athletics
John Weinzweig,M,Canada,CAN,1948,London,Artistic Sports,Art Competitions,"Art Competitions Mixed Music, Instrumental And Chamber",Silver,4,Artistic Sports
Warren Weir,M,Jamaica,JAM,2012,London,Athletics,Athletics,Athletics Men's 200 metres,Bronze,7,Athletics
Ernst Wei,M,Germany,GER,1928,Amsterdam,Artistic Sports,Art Competitions,"Art Competitions Mixed Literature, Epic Works",Silver,4,Artistic Sports
Peter Weissmuller,M,United States,USA,1924,Paris,Water Sports,Swimming,Swimming Men's 100 metres Freestyle,Gold,61,Water Sports
Peter Weissmuller,M,United States,USA,1924,Paris,Water Sports,Swimming,Swimming Men's 400 metres Freestyle,Gold,61,Water Sports
Peter Weissmuller,M,United States,USA,1928,Amsterdam,Water Sports,Swimming,Swimming Men's 100 metres Freestyle,Gold,61,Water Sports
Richrd (vrtesi),M,Hungary,HUN,1908,London,Combat Sports,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Gold,73,Combat Sports
Theresa (-barnes),F,United States,USA,1920,Antwerpen,Winter Sports,Figure Skating,Figure Skating Women's Singles,Bronze,33,Winter Sports
Francis Weldon,M,Great Britain,GBR,1956,Stockholm,Equestrian,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",Bronze,31,Equestrian
David Weller,M,Jamaica,JAM,1980,Moskva,Cycling Sports,Cycling,"Cycling Men's 1,000 metres Time Trial",Bronze,20,Cycling Sports
Ronny Weller,M,East Germany,GDR,1988,Seoul,Endurance Sports,Weightlifting,Weightlifting Men's Heavyweight II,Bronze,72,Endurance Sports
Ronny Weller,M,Germany,GER,1992,Barcelona,Endurance Sports,Weightlifting,Weightlifting Men's Heavyweight II,Gold,72,Endurance Sports
Ronny Weller,M,Germany,GER,1996,Atlanta,Endurance Sports,Weightlifting,Weightlifting Men's Super-Heavyweight,Silver,72,Endurance Sports
Ronny Weller,M,Germany,GER,2000,Sydney,Endurance Sports,Weightlifting,Weightlifting Men's Super-Heavyweight,Silver,72,Endurance Sports
Paul-Heinz Wellmann,M,West Germany,FRG,1976,Montreal,Athletics,Athletics,"Athletics Men's 1,500 metres",Bronze,7,Athletics
Allan Wells,M,Great Britain,GBR,1980,Moskva,Athletics,Athletics,Athletics Men's 100 metres,Gold,7,Athletics
Allan Wells,M,Great Britain,GBR,1980,Moskva,Athletics,Athletics,Athletics Men's 200 metres,Silver,7,Athletics
Robert Wells,M,Great Britain,GBR,1984,Los Angeles,Combat Sports,Boxing,Boxing Men's Super-Heavyweight,Bronze,13,Combat Sports
Kellie Wells,F,United States,USA,2012,London,Athletics,Athletics,Athletics Women's 100 metres Hurdles,Bronze,7,Athletics
Rhoshii Wells,M,United States,USA,1996,Atlanta,Combat Sports,Boxing,Boxing Men's Middleweight,Bronze,13,Combat Sports
Wayne Wells,M,United States,USA,1972,Munich,Combat Sports,Wrestling,"Wrestling Men's Welterweight, Freestyle",Gold,73,Combat Sports
Matthew Welsh,M,Australia,AUS,2000,Sydney,Water Sports,Swimming,Swimming Men's 100 metres Backstroke,Silver,61,Water Sports
Matthew Welsh,M,Australia,AUS,2000,Sydney,Water Sports,Swimming,Swimming Men's 200 metres Backstroke,Bronze,61,Water Sports
Christian Weltzer,M,Denmark,DEN,1928,Amsterdam,Artistic Sports,Art Competitions,"Art Competitions Mixed Literature, Lyric Works",Bronze,4,Artistic Sports
James Wendell,M,United States,USA,1912,Stockholm,Athletics,Athletics,Athletics Men's 110 metres Hurdles,Silver,7,Athletics
Michael Wenden,M,Australia,AUS,1968,Mexico City,Water Sports,Swimming,Swimming Men's 100 metres Freestyle,Gold,61,Water Sports
Michael Wenden,M,Australia,AUS,1968,Mexico City,Water Sports,Swimming,Swimming Men's 200 metres Freestyle,Gold,61,Water Sports
Siegfried Wentz,M,West Germany,FRG,1984,Los Angeles,Athletics,Athletics,Athletics Men's Decathlon,Bronze,7,Athletics
Peter Wenzel,M,East Germany,GDR,1976,Montreal,Endurance Sports,Weightlifting,Weightlifting Men's Middleweight,Bronze,72,Endurance Sports
Joseph Werbrouck,M,Belgium,BEL,1908,London,Cycling Sports,Cycling,Cycling Men's 20 kilometres,Bronze,20,Cycling Sports
Ulla Werbrouck,F,Belgium,BEL,1996,Atlanta,Combat Sports,Judo,Judo Women's Half-Heavyweight,Gold,41,Combat Sports
Marianne -ader),F,Germany,GER,1952,Helsinki,Athletics,Athletics,Athletics Women's Shot Put,Silver,7,Athletics
Marianne -ader),F,Germany,GER,1956,Melbourne,Athletics,Athletics,Athletics Women's Shot Put,Bronze,7,Athletics
Henri Wernli,M,Switzerland,SUI,1924,Paris,Combat Sports,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Silver,73,Combat Sports
Isabelle Werth,F,Germany,GER,1992,Barcelona,Equestrian,Equestrianism,"Equestrianism Mixed Dressage, Individual",Silver,31,Equestrian
Isabelle Werth,F,Germany,GER,1996,Atlanta,Equestrian,Equestrianism,"Equestrianism Mixed Dressage, Individual",Gold,31,Equestrian
Isabelle Werth,F,Germany,GER,2000,Sydney,Equestrian,Equestrianism,"Equestrianism Mixed Dressage, Individual",Silver,31,Equestrian
Isabelle Werth,F,Germany,GER,2008,Beijing,Equestrian,Equestrianism,"Equestrianism Mixed Dressage, Individual",Silver,31,Equestrian
Isabelle Werth,F,Germany,GER,2016,Rio de Janeiro,Equestrian,Equestrianism,"Equestrianism Mixed Dressage, Individual",Silver,31,Equestrian
Gerd Wessig,M,East Germany,GDR,1980,Moskva,Athletics,Athletics,Athletics Men's High Jump,Gold,7,Athletics
Michael West,M,Canada,CAN,1984,Los Angeles,Water Sports,Swimming,Swimming Men's 100 metres Backstroke,Bronze,61,Water Sports
Peter Westbrook,M,United States,USA,1984,Los Angeles,Weapon Sports,Fencing,"Fencing Men's Sabre, Individual",Bronze,32,Weapon Sports
August Jr.,M,United States,USA,1904,St. Louis,Combat Sports,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Silver,73,Combat Sports
Carl Westergren,M,Sweden,SWE,1920,Antwerpen,Combat Sports,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Gold,73,Combat Sports
Carl Westergren,M,Sweden,SWE,1924,Paris,Combat Sports,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Gold,73,Combat Sports
Carl Westergren,M,Sweden,SWE,1932,Los Angeles,Combat Sports,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Gold,73,Combat Sports
Edvard Westerlund,M,Finland,FIN,1924,Paris,Combat Sports,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Gold,73,Combat Sports
Edvard Westerlund,M,Finland,FIN,1928,Amsterdam,Combat Sports,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Bronze,73,Combat Sports
Karl Westerlund,M,Finland,FIN,1924,Paris,Combat Sports,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Bronze,73,Combat Sports
Gerhardus Westermann,M,Netherlands,NED,1932,Los Angeles,Artistic Sports,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",Bronze,4,Artistic Sports
Lieselotte (-krieg),F,West Germany,FRG,1968,Mexico City,Athletics,Athletics,Athletics Women's Discus Throw,Silver,7,Athletics
Sanne Wevers,F,Netherlands,NED,2016,Rio de Janeiro,Gymnastics,Gymnastics,Gymnastics Women's Balance Beam,Gold,36,Gymnastics
David Wharton,M,United States,USA,1988,Seoul,Water Sports,Swimming,Swimming Men's 400 metres Individual Medley,Silver,61,Water Sports
Adam Wheeler,M,United States,USA,2008,Beijing,Combat Sports,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Bronze,73,Combat Sports
Pernell Whitaker,M,United States,USA,1984,Los Angeles,Combat Sports,Boxing,Boxing Men's Lightweight,Gold,13,Combat Sports
Fatima -norman),F,Great Britain,GBR,1984,Los Angeles,Athletics,Athletics,Athletics Women's Javelin Throw,Bronze,7,Athletics
Fatima -norman),F,Great Britain,GBR,1988,Seoul,Athletics,Athletics,Athletics Women's Javelin Throw,Silver,7,Athletics
Albert White,M,United States,USA,1924,Paris,Water Sports,Diving,Diving Men's Springboard,Gold,29,Water Sports
Albert White,M,United States,USA,1924,Paris,Water Sports,Diving,Diving Men's Platform,Gold,29,Water Sports
Amy (-ballidis),F,United States,USA,1984,Los Angeles,Water Sports,Swimming,Swimming Women's 200 metres Backstroke,Silver,61,Water Sports
Isabel White,F,Great Britain,GBR,1912,Stockholm,Water Sports,Diving,Diving Women's Plain High,Bronze,29,Water Sports
Duncan White,M,Sri Lanka,SRI,1948,London,Athletics,Athletics,Athletics Men's 400 metres Hurdles,Silver,7,Athletics
Miguel White,M,Philippines,PHI,1936,Berlin,Athletics,Athletics,Athletics Men's 400 metres Hurdles,Bronze,7,Athletics
Willye White,F,United States,USA,1956,Melbourne,Athletics,Athletics,Athletics Women's Long Jump,Silver,7,Athletics
Beverley Whitfield,F,Australia,AUS,1972,Munich,Water Sports,Swimming,Swimming Women's 100 metres Breaststroke,Bronze,61,Water Sports
Beverley Whitfield,F,Australia,AUS,1972,Munich,Water Sports,Swimming,Swimming Women's 200 metres Breaststroke,Gold,61,Water Sports
Malvin Whitfield,M,United States,USA,1948,London,Athletics,Athletics,Athletics Men's 400 metres,Bronze,7,Athletics
Malvin Whitfield,M,United States,USA,1948,London,Athletics,Athletics,Athletics Men's 800 metres,Gold,7,Athletics
Malvin Whitfield,M,United States,USA,1952,Helsinki,Athletics,Athletics,Athletics Men's 800 metres,Gold,7,Athletics
Simon Whitfield,M,Canada,CAN,2000,Sydney,Endurance Sports,Triathlon,Triathlon Men's Olympic Distance,Gold,68,Endurance Sports
Simon Whitfield,M,Canada,CAN,2008,Beijing,Endurance Sports,Triathlon,Triathlon Men's Olympic Distance,Silver,68,Endurance Sports
Hector Whitlock,M,Great Britain,GBR,1936,Berlin,Athletics,Athletics,Athletics Men's 50 kilometres Walk,Gold,7,Athletics
Max Whitlock,M,Great Britain,GBR,2012,London,Gymnastics,Gymnastics,Gymnastics Men's Pommelled Horse,Bronze,36,Gymnastics
Max Whitlock,M,Great Britain,GBR,2016,Rio de Janeiro,Gymnastics,Gymnastics,Gymnastics Men's Individual All-Around,Bronze,36,Gymnastics
Max Whitlock,M,Great Britain,GBR,2016,Rio de Janeiro,Gymnastics,Gymnastics,Gymnastics Men's Floor Exercise,Gold,36,Gymnastics
Max Whitlock,M,Great Britain,GBR,2016,Rio de Janeiro,Gymnastics,Gymnastics,Gymnastics Men's Pommelled Horse,Gold,36,Gymnastics
Lawrence Whitney,M,United States,USA,1912,Stockholm,Athletics,Athletics,Athletics Men's Shot Put,Bronze,7,Athletics
Pauline (-iselin),F,United States,USA,1900,Paris,Small Ball Sports,Golf,Golf Women's Individual,Silver,35,Small Ball Sports
Sharon (-jones),F,United States,USA,1968,Mexico City,Water Sports,Swimming,Swimming Women's 100 metres Breaststroke,Bronze,61,Water Sports
Sharon (-jones),F,United States,USA,1968,Mexico City,Water Sports,Swimming,Swimming Women's 200 metres Breaststroke,Gold,61,Water Sports
